city,STUSAB,HD,LO,place,name,zipcode,income_per_capita,population,under44_1,under44_2,under44_3,older65_1,older_65_2
Hartwell,GA,1,,37144,"Hartwell city, Georgia",30643,16271,4411,437,382,485,505,531
Harvey,,,1,,,,,,,,,,
Hatfield,PA,,1,42596,"Leith-Hatfield CDP, Pennsylvania",19440,41128,2472,127,298,220,555,285
Hatillo,PR,1,,33296,"Hatillo zona urbana, Puerto Rico",00659,10223,4235,,,,,
Hattiesburg,MS,1,1,31020,"Hattiesburg city, Mississippi",39402,20468,46251,9748,8429,5181,2802,2408
Hawthorne,CA,1,1,32548,"Hawthorne city, California",90250,23792,87370,8693,14649,13266,4853,3137
Hawthorne,NY,1,,32842,"Hawthorne CDP, New York",10532,47054,4510,295,394,550,608,400
Hays,KS,1,,31125,"Haysville city, Kansas",67601,22735,11298,822,1567,1520,692,695
Hayward,CA,1,,33000,"Hayward city, California",94541,31825,158241,16090,28247,21380,10467,8025
Hazard,KY,,1,35362,"Hazard city, Kentucky",41701,23343,5170,542,687,499,456,562
Hazlet,NJ,1,,,,07730,,,,,,,
Heath,OH,,1,34748,"Heath city, Ohio",Ohio,27679,10646,863,1071,1441,1106,1014
Helena,MT,1,1,35640,"Helena West Side CDP, Montana",59602,35557,1320,38,160,213,132,57
Hemet,CA,1,1,20697,"East Hemet CDP, California",92543,20584,20679,1722,2956,2571,1373,951
Hempstead,NY,1,,80225,"West Hempstead CDP, New York",11550,40952,20116,1958,2453,2333,1597,1230
Henderson,KY,,1,35866,"Henderson city, Kentucky",42420,23364,28800,2351,4138,3452,2861,2304
Henderson,NC,,1,30720,"Hendersonville city, North Carolina",27536-8758,29665,13809,1038,1306,1320,1751,2801
Henderson,NV,1,2,31900,"Henderson city, Nevada",89014,37861,291346,19922,35801,39080,33947,21681
Henderson,TX,,1,33212,"Henderson city, Texas",75654,20585,13355,1505,2040,1754,953,964
Hendersonville,NC,1,1,30720,"Hendersonville city, North Carolina",28792,29665,13809,1038,1306,1320,1751,2801
Hendersonville,TN,1,1,33280,"Hendersonville city, Tennessee",37075,36885,56421,3802,6918,8290,5083,3333
Henrico,VA,,1,,,23231,,,,,,,
Hercules,CA,1,,33308,"Hercules city, California",94547,42830,25343,2255,3486,3367,2459,1250
Herkimer,NY,,1,34121,"Herkimer village, New York",13350,22931,6899,1010,911,614,736,925
Hermiston,OR,1,,33700,"Hermiston city, Oregon",97838,23906,17346,1662,2595,2134,944,1083
Hermitage,PA,1,1,34064,"Hermitage city, Pennsylvania",16148,33514,15812,974,1678,1431,2139,2250
Hermitage,TN,1,1,,,37076,,,,,,,
Hialeah,FL,3,2,30000,"Hialeah city, Florida",33010,16678,237285,18900,30163,31352,22477,24357
Hialeah Gardens,FL,1,,30025,"Hialeah Gardens city, Florida",33018,19770,23959,2062,2948,3709,1939,2008
Hibbing,MN,,1,28790,"Hibbing city, Minnesota",55746,25534,16106,1218,1870,1794,1356,1430
Hickory,NC,1,2,31060,"Hickory city, North Carolina",28601,28542,40402,4295,5281,4822,3889,2887
High Point,NC,1,1,31400,"High Point city, North Carolina",27262,25421,111035,11369,15244,13751,8856,6525
Highland,CA,,1,19052,"Desert View Highlands CDP, California",92346-9998,23631,2496,158,279,240,243,207
Highland Heights,KY,,1,36604,"Highland Heights city, Kentucky",41076,21189,7136,2754,884,434,467,598
Highland Heights,OH,1,,35252,"Highland Heights city, Ohio",44143,51864,8396,643,362,956,1141,815
Highlands Ranch,CO,1,,36410,"Highlands Ranch CDP, Colorado",80129,52015,105147,7329,9805,16775,6804,4179
Hilliard,OH,1,1,35476,"Hilliard city, Ohio",43026,43420,35665,2516,4827,5142,2149,1640
Hillsboro,OH,,1,35560,"Hillsboro city, Ohio",45133,20654,6520,643,704,780,674,748
Hillsboro,OR,1,1,34100,"Hillsboro city, Oregon",97123,34268,104730,8803,19780,16293,6752,4018
Hillsborough,NC,1,,31620,"Hillsborough town, North Carolina",27278,34697,7083,560,970,1199,502,359
Hilo,HI,1,,14650,"Hilo CDP, Hawaii",96720,28012,46284,5166,5801,5130,4554,4449
Hinesville,GA,,1,38964,"Hinesville city, Georgia",31313,21305,33258,4051,6931,3720,1753,678
Hiram,GA,1,,39076,"Hiram city, Georgia",30141,28228,3897,340,860,423,373,140
Hixson,TN,1,,,,37343,,,,,,,
Hobbs,NM,1,1,32520,"Hobbs city, New Mexico",88240,24776,38052,3922,5960,4362,2145,1733
Holiday,FL,1,,31075,"Holiday CDP, Florida",34691,21856,21481,1518,2725,2607,2497,1801
Holland,MI,,1,38640,"Holland city, Michigan",49422-1786,25536,33503,6503,4215,3498,2336,2763
Hollister,MO,,1,32662,"Hollister city, Missouri",65672,20882,4504,595,624,499,469,406
Hollywood,CA,1,,84410,"West Hollywood city, California",90028,66492,36384,1945,11082,6285,2693,2838
Hollywood,FL,1,,32000,"Hollywood city, Florida",33020,30060,151056,12199,20316,21075,13815,11397
Holmdel,NJ,,1,,,07733,,,,,,,
Homer Glen,IL,1,,35835,"Homer Glen village, Illinois",60491,42158,24467,2080,2260,2748,2961,1525
Homestead,FL,,1,32275,"Homestead city, Florida",33033,18394,68424,5952,11971,10188,3543,2047
Homewood,AL,,1,35800,"Homewood city, Alabama",335209,45560,25595,4084,4232,3573,1189,1176
Homewood,IL,1,,35879,"Homewood village, Illinois",60430,32706,19592,1157,1975,2598,1802,1294
Honesdale,PA,1,,35520,"Honesdale borough, Pennsylvania",18431,21425,4308,228,428,446,592,406
Honolulu,HI,1,1,71550,"Urban Honolulu CDP, Hawaii",96817,36175,350003,30551,55403,44715,35688,33286
Hooksett,NH,1,,37220,"Hooksett CDP, New Hampshire",03106,33642,5082,440,733,588,566,430
Hoover,AL,,1,35896,"Hoover city, Alabama",35244,43999,84480,4865,11547,12266,7592,5548
Hopkinsville,KY,,1,37918,"Hopkinsville city, Kentucky",42240,21639,31483,2779,4684,3984,2626,2296
Horn Lake,MS,1,,33700,"Horn Lake city, Mississippi",38637,21769,26925,2909,3968,4082,1453,800
Hornell,NY,,1,53055,"North Hornell village, New York",14843,37038,768,29,72,52,139,168
Houghton Lake,MI,1,,39400,"Houghton Lake CDP, Michigan",48629,17111,3544,164,424,281,419,524
Houma,LA,1,,36255,"Houma city, Louisiana",70360,25321,33520,2942,4475,4437,2517,2004
Houston,TX,19,7,69020,"South Houston city, Texas",77008,16149,17627,1822,2254,2464,796,754
Howell,MI,1,,39540,"Howell city, Michigan",48843,27139,9597,765,1587,1221,681,825
Howell,NJ,1,,,,07731,,,,,,,
Huber Heights,OH,,1,36610,"Huber Heights city, Ohio",45424,27794,39219,3067,5278,4802,3613,2461
Hudson,MA,,1,31575,"Hudson CDP, Massachusetts",Massachusetts,38660,15508,1228,1888,2226,1709,1186
Hudson,WI,1,,36250,"Hudson city, Wisconsin",54016,37236,13650,1248,2012,1803,1290,901
Humacao,PR,1,,35532,"Humacao zona urbana, Puerto Rico",00791,13240,18487,,,,,
Humble,TX,1,1,35348,"Humble city, Texas",77338,21335,15861,1514,2914,1598,1112,749
Huntersville,NC,,1,33120,"Huntersville town, North Carolina",28031,42820,54572,2707,7293,8588,3233,1792
Huntington,NY,1,,69254,"South Huntington CDP, New York",11743,44137,10000,686,1388,982,991,773
Huntington Beach,CA,2,1,36000,"Huntington Beach city, California",92646,47078,200606,15207,28443,25812,19748,14254
Huntington Park,CA,1,,36056,"Huntington Park city, California",90255,14410,58694,7279,8837,8100,2959,1886
Huntsville,AL,2,2,37000,"Huntsville city, Alabama",35801,34589,193663,21730,29677,22283,16507,13807
Huntsville,TX,1,,35528,"Huntsville city, Texas",77320,14556,41079,12224,6304,4991,1973,1788
Hurricane,WV,1,,39532,"Hurricane city, West Virginia",25526,29708,6477,353,800,716,545,365
Hurst,TX,,1,35576,"Hurst city, Texas",76054,30194,38986,2971,5353,5471,3427,2506
Hutchinson,KS,1,1,66750,"South Hutchinson city, Kansas",67501,23008,2494,186,261,185,335,442
Hutto,TX,1,1,35624,"Hutto city, Texas",78634,27057,23980,1439,4079,4560,681,415
Hyannis,MA,1,,,,02601,,,,,,,
Hyattsville,MD,1,,41250,"Hyattsville city, Maryland",20782,33016,18209,1415,3415,2933,993,614
Idaho Falls,ID,1,1,39700,"Idaho Falls city, Idaho",83404,26690,60147,5481,8678,7408,4469,3634
Independence,MO,1,1,35000,"Independence city, Missouri",64055,27144,117207,8924,14619,14092,11642,9373
Indian Harbour Beach,FL,,1,33450,"Indian Harbour Beach city, Florida",32937,46546,8401,691,604,777,1213,1175
Indian Land,SC,,1,,,29707,,,,,,,
Indiana,PA,,1,36816,"Indiana borough, Pennsylvania",15701,15941,13512,7924,1151,991,544,244
Indianapolis,IN,4,7,36003,"Indianapolis city (balance), Indiana",46219,27119,857637,82595,143926,110357,59284,42447
Indio,CA,1,,36452,"Indio Hills CDP, California",92203,13019,708,91,58,59,62,0
Ingleside,IL,1,,,,60041,,,,,,,
Inglewood,CA,2,,36546,"Inglewood city, California",90301,23419,110327,10712,17659,15018,7797,5095
Inver Grove Heights,MN,1,,31076,"Inver Grove Heights city, Minnesota",55077,41954,35197,2968,4214,4618,3202,2241
Inverness,FL,,1,33958,"Inverness Highlands North CDP, Florida",34453,22675,2954,116,280,607,269,111
Iron Mountain,MI,1,,40960,"Iron Mountain city, Michigan",49801,24682,7406,638,907,910,671,640
Irvine,CA,1,,36770,"Irvine city, California",92620,48166,265502,34642,42256,39488,15896,10332
Irving,TX,2,,37000,"Irving city, Texas",75061,30146,238637,22144,45714,37714,10673,6935
Issaquah,WA,1,1,33805,"Issaquah city, Washington",98027-5305,54167,36938,1936,5635,6595,2220,2353
Ithaca,NY,1,1,53853,"Northwest Ithaca CDP, New York",14850,44772,1289,59,196,141,121,241
Jackson,MI,1,1,41420,"Jackson city, Michigan",49202,19075,32800,3173,5221,3946,2158,1263
Jackson,MS,1,1,36000,"Jackson city, Mississippi",39204,21261,168862,20921,26890,19953,11705,8021
Jackson,TN,1,2,37640,"Jackson city, Tennessee",38301,24487,66878,8272,8780,7924,5495,4141
Jacksonville,AR,,1,34750,"Jacksonville city, Arkansas",72076-3157,22146,28588,3089,4573,3004,2251,1526
Jacksonville,FL,6,6,35050,"Jacksonville Beach city, Florida",32073,54763,23203,1453,4625,2497,2618,1654
Jacksonville,IL,1,,38115,"Jacksonville city, Illinois",62650,22999,18914,2983,2589,2243,1567,1976
Jacksonville,NC,1,2,34200,"Jacksonville city, North Carolina",28540,21927,73226,26285,12739,6242,2322,2035
Jacksonville Beach,FL,1,,35050,"Jacksonville Beach city, Florida",32250,54763,23203,1453,4625,2497,2618,1654
Jamaica,NY,2,,,,11433,,,,,,,
Jamestown,NY,1,,38275,"Jamestown West CDP, New York",14701,31616,2512,131,200,266,312,381
Janesville,WI,1,,37825,"Janesville city, Wisconsin",53546,28901,64128,5080,8487,8336,5622,4606
Jasper,AL,1,,38416,"Jasper city, Alabama",35501,26243,13727,1133,1898,1784,1304,1124
Jasper,GA,1,,41932,"Jasper city, Georgia",30143,30606,3796,206,307,665,429,285
Jasper,IN,1,,37782,"Jasper city, Indiana",47546,32574,15765,1109,1924,1997,1492,1310
Jasper,TX,,1,37420,"Jasper city, Texas",75951,21094,7586,878,652,664,714,562
Jefferson,LA,,1,38145,"Jefferson CDP, Louisiana",70121,33107,10341,599,1285,1401,1132,799
Jefferson City,MO,,1,37000,"Jefferson City city, Missouri",65109,26797,43013,4317,6650,5473,3623,3013
Jefferson City,TN,,1,37960,"Jefferson City city, Tennessee",37820,18262,8235,1715,1003,922,813,604
Jensen Beach,FL,1,1,35550,"Jensen Beach CDP, Florida",34957,34182,13477,796,1079,1430,2073,2119
Jericho,NY,1,,38539,"Jericho CDP, New York",11753,70582,13827,990,1215,1705,1376,778
Jersey City,NJ,2,1,36000,"Jersey City city, New Jersey",07304:07306,38477,261746,22419,58359,42719,17048,10634
Johnson City,NY,1,,38748,"Johnson City village, New York",13790,24449,14575,1632,2455,1425,1213,1237
Johnson City,TN,1,,38320,"Johnson City city, Tennessee",37604,29707,66037,11038,8531,7865,5690,4420
Johnston,RI,1,,,,02919,,,,,,,
Johnstown,PA,1,,78700,"University of Pittsburgh Johnstown CDP, Pennsylvania",15904,3713,1552,1552,0,0,0,0
Joliet,IL,1,,38570,"Joliet city, Illinois",60435,26843,147957,15079,20134,22330,8375,6241
Jonesboro,AR,1,,35710,"Jonesboro city, Arkansas",72404,26422,74710,10090,11018,9790,5054,4173
Jonesborough,,,1,,,,,,,,,,
Joplin,MO,1,1,37592,"Joplin city, Missouri",64801,25894,50073,5467,7569,6197,4279,3852
Juneau,AK,1,,36400,"Juneau city and borough, Alaska",99801,43276,32330,2869,4848,4370,2699,1178
Jupiter,FL,1,,35890,"Jupiter Farms CDP, Florida",33458,42366,12032,647,999,1510,1261,796
Jurupa Valley,CA,,1,37692,"Jurupa Valley city, California",91752,21348,103784,11972,15015,13283,6356,4055
Kahului,HI,1,1,22700,"Kahului CDP, Hawaii",96732,24773,32312,2729,4376,4025,2667,2618
Kailua Kona,HI,1,1,,,96740,,,,,,,
Kalamazoo,,,1,,,,,,,,,,
Kalispell,MT,1,1,40075,"Kalispell city, Montana",59901,24614,22621,2017,3272,3035,1798,1876
Kannapolis,NC,1,1,35200,"Kannapolis city, North Carolina",28082,26754,47553,4310,6561,6711,3611,2770
Kansas City,KS,,1,36000,"Kansas City city, Kansas",66012,20915,152069,13839,23092,19341,10289,7248
Kansas City,MO,4,4,53102,"North Kansas City city, Missouri",64111,27751,4414,439,1120,372,308,401
Kapolei,HI,1,,30300,"Kapolei CDP, Hawaii",96707,30989,21474,1851,3435,3007,810,874
Katy,TX,2,,38476,"Katy city, Texas",77449,32419,18094,1108,2341,2673,1433,890
Keene,NH,1,,39300,"Keene city, New Hampshire",03431,32426,23165,5109,2787,2253,2208,1828
Keizer,OR,,1,38500,"Keizer city, Oregon",97303,28690,38479,3930,4759,5061,3290,2651
Keller,TX,1,1,38632,"Keller city, Texas",76182,55757,46175,3050,3874,5892,3402,2396
Kenai,AK,1,,38420,"Kenai city, Alaska",99611,36236,7687,585,970,1138,618,514
Kenner,LA,1,,39475,"Kenner city, Louisiana",70062,28528,66910,5772,9578,8051,6804,3666
Kennesaw,GA,2,1,43192,"Kennesaw city, Georgia",30144,33084,33700,4103,5533,4528,1770,1245
Kennewick,WA,1,1,35275,"Kennewick city, Washington",99336-1117,26366,80204,8021,11741,9425,5857,4603
Kenosha,WI,,1,39225,"Kenosha city, Wisconsin",53142,27427,99810,10424,13970,12852,7077,5450
Kent,WA,1,1,35415,"Kent city, Washington",98030,29561,128057,12996,21825,16946,8446,5478
Kentwood,MI,,1,42820,"Kentwood city, Michigan",49512,26609,51525,5159,8603,6555,3611,3200
Kernersville,NC,,1,35600,"Kernersville town, North Carolina",27284,31451,24088,1948,2858,3047,2612,1664
Kerrville,TX,1,1,39040,"Kerrville city, Texas",78028,28432,23216,2160,2557,2055,3000,3222
Key West,FL,1,,36550,"Key West city, Florida",33040,41773,25085,2002,3911,4361,2551,1323
Kill Devil Hills,NC,,1,35720,"Kill Devil Hills town, North Carolina",27948,27408,7035,602,826,1212,551,342
Killeen,TX,1,1,39148,"Killeen city, Texas",76542,22579,143070,16682,29723,18870,5428,3059
Kimball,TN,,1,39400,"Kimball town, Tennessee",37347,24443,1697,127,306,219,196,90
King Of Prussia,PA,1,,,,19406,,,,,,,
Kingman,AZ,1,,49270,"New Kingman-Butler CDP, Arizona",86409,17772,13471,1514,1293,1406,1779,1271
Kingshill,VI,1,,,,00850,,,,,,,
Kingsland,GA,,1,43640,"Kingsland city, Georgia",31548,30174,16784,1896,3245,1834,992,531
Kingsport,TN,1,2,39560,"Kingsport city, Tennessee",37660,29174,53115,3853,6205,5994,6560,5605
Kingston,MA,,1,33185,"Kingston CDP, Massachusetts",02364-2249,40503,6205,529,660,851,589,382
Kingston,NY,1,,39727,"Kingston city, New York",12401,26962,23210,1714,4015,2853,2042,1533
Kingsville,TX,,1,39352,"Kingsville city, Texas",78363,20417,25782,5753,3444,2695,1716,1463
Kirksville,MO,1,,39026,"Kirksville city, Missouri",63501,17838,17483,6724,2013,1223,1113,1062
Kirkwood,MO,,1,39044,"Kirkwood city, Missouri",63122,50828,27693,1098,3410,3578,3315,2483
Kissimmee,FL,2,,36950,"Kissimmee city, Florida",34741,18531,69833,6844,12546,10123,4559,2899
Kitty Hawk,NC,1,,36060,"Kitty Hawk town, North Carolina",27949,36672,3462,156,343,544,479,212
Klamath Falls,OR,1,,39700,"Klamath Falls city, Oregon",97603,23260,21138,2355,3485,2481,1922,1288
Knightdale,NC,1,1,36080,"Knightdale town, North Carolina",27545,32745,15198,1226,2111,3120,927,490
Knoxville,TN,4,3,40000,"Knoxville city, Tennessee",37912,25176,185429,33512,29869,21534,14106,10451
Kohler,WI,1,,40275,"Kohler village, Wisconsin",53044,49578,2193,76,109,254,332,181
Kokomo,IN,,1,40392,"Kokomo city, Indiana",46902,25372,57947,5096,7513,6593,5813,4959
Kyle,TX,1,1,39952,"Kyle city, Texas",78640,28931,39857,3024,7210,6885,2212,972
La Follette,TN,,1,40180,"La Follette city, Tennessee",37757,16897,6911,551,959,568,709,765
La Habra,CA,1,,39304,"La Habra Heights city, California",90631,69844,5383,536,285,340,802,718
La Mirada,CA,1,,40032,"La Mirada city, California",90638,32072,48974,7002,5728,5949,4364,3880
La Place,LA,1,,,,70068,,,,,,,
La Plata,MD,,1,45750,"La Plata town, Maryland",20646,37972,9252,1147,971,1185,780,742
La Quinta,CA,1,1,40354,"La Quinta city, California",92235,46198,40704,2871,3567,4231,5929,4076
Lacey,WA,1,1,36745,"Lacey city, Washington",98503,31417,47852,4726,7922,6421,4314,3428
Lady Lake,FL,1,,37375,"Lady Lake town, Florida",32159,27943,15118,559,1143,1111,3212,4310
Lafayette,IN,1,1,82862,"West Lafayette city, Indiana",47904,20824,47224,27054,4842,2740,1404,1834
Lafayette,LA,2,2,40735,"Lafayette city, Louisiana",70501,32224,126515,15365,20949,13837,10364,7258
Lagrange,GA,1,,,,30241,,,,,,,
Laguna Hills,CA,1,,39220,"Laguna Hills city, California",92637,48377,31185,2464,3522,4244,3086,2000
Laguna Niguel,CA,1,,39248,"Laguna Niguel city, California",92677,55659,65652,4900,7411,7341,7009,4255
Lake Charles,LA,1,1,41155,"Lake Charles city, Louisiana",70607,27137,76267,8298,12103,8691,6390,5452
Lake City,FL,1,1,37775,"Lake City city, Florida",32025,23657,11977,627,1850,1269,1009,1088
Lake Delton,WI,1,,41300,"Lake Delton village, Wisconsin",53940,23699,2984,388,465,304,192,340
Lake Elsinore,CA,1,1,39486,"Lake Elsinore city, California",92530,22629,64037,5770,10780,9061,2799,1658
Lake Forest,CA,2,,39496,"Lake Forest city, California",92630,44999,82911,6543,12528,10905,6768,4033
Lake Geneva,WI,1,,41450,"Lake Geneva city, Wisconsin",53147,28550,7815,700,1136,723,822,504
Lake Havasu City,AZ,1,1,39370,"Lake Havasu City city, Arizona",86404,30219,53952,2863,5283,4999,9648,7474
Lake In The Hills,IL,,1,,,60102,,,,,,,
Lake Jackson,TX,1,1,40588,"Lake Jackson city, Texas",77566,40638,27377,2410,4399,3231,2020,1477
Lake Mary,FL,1,,38425,"Lake Mary city, Florida",32746,44949,16360,946,1479,2111,2047,1383
Lake Orion,MI,1,,44940,"Lake Orion village, Michigan",48360,45122,3131,117,451,377,240,324
Lake Park,FL,1,1,15515,"Crooked Lake Park CDP, Florida",33403,17036,1912,137,298,145,144,147
Lake Saint Louis,MO,,1,,,63116,,,,,,,
Lake Wales,FL,1,1,38950,"Lake Wales city, Florida",33859,20394,15735,1114,2253,1393,2062,1544
Lake Worth,FL,2,,39075,"Lake Worth city, Florida",33461,21855,37728,3359,6456,5683,2714,2460
Lake Worth,TX,1,,41056,"Lake Worth city, Texas",76135,23666,4919,180,915,615,408,309
Lake Zurich,IL,1,,41742,"Lake Zurich village, Illinois",60047,45895,19970,1811,2244,2421,1424,795
Lakeland,FL,2,2,38250,"Lakeland city, Florida",33803,26225,105958,11318,13306,12338,11853,11241
Lakewood,CA,1,,39892,"Lakewood city, California",90712,33966,80771,7119,11468,11561,6341,4404
Lakewood,CO,2,1,43000,"Lakewood city, Colorado",80214,36835,153522,14310,25112,20011,13471,10872
Lakewood,NJ,1,,38580,"Lakewood CDP, New Jersey",08701,14158,55532,6725,7471,5424,1138,1105
Lakewood,WA,,1,38038,"Lakewood city, Washington",98499-3817,28115,59606,5936,10404,6788,5063,4085
Lancaster,CA,1,1,40130,"Lancaster city, California",93534,21131,159662,15475,23657,20558,9671,5945
Lancaster,OH,,1,41720,"Lancaster city, Ohio",43130,23689,39942,3391,5552,4665,3792,3275
Lancaster,PA,1,2,28828,"Georgetown CDP (Lancaster County), Pennsylvania",17601,22957,1193,104,153,114,106,114
Lancaster,SC,1,,39895,"Lancaster city, South Carolina",29720,20803,9150,644,1072,1233,739,709
Lancaster,TX,1,,41212,"Lancaster city, Texas",75146,22384,39162,3461,4901,5149,2139,1248
Lanham,MD,1,,45550,"Lanham CDP, Maryland",20706,32308,10301,1181,1319,1222,790,505
Lansdale,PA,1,,41432,"Lansdale borough, Pennsylvania",19446,32216,16579,1640,2804,2161,1175,1228
Lansing,MI,1,2,46000,"Lansing city, Michigan",48911,22196,116699,14566,20691,14212,8428,5146
Lapeer,MI,1,,46040,"Lapeer city, Michigan",48446,20909,8731,925,1190,1155,808,642
Laredo,TX,1,1,41475,"Laredo Ranchettes West CDP, Texas",78041,-666666666,0,0,0,0,0,0
Largo,FL,1,1,39425,"Largo city, Florida",33771,28279,83243,5553,10694,8862,11714,9895
Las Cruces,NM,1,1,39380,"Las Cruces city, New Mexico",88011,23124,101742,16420,14455,11160,8583,6770
Las Vegas,NV,9,,51800,"North Las Vegas city, Nevada",89103,22958,236986,23358,34674,34121,16121,7627
Latham,NY,1,1,,,12110,,,,,,,
Laurel,MD,1,1,56725,"North Laurel CDP, Maryland",20707,42295,24621,1772,3865,4184,979,446
Laurel,MS,,1,39640,"Laurel city, Mississippi",Mississippi,21905,18607,1553,2625,2237,1443,1562
